,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,element_type_ex,season,mean assists 3,mean bonus 3,mean bps 3,mean clean_sheets 3,mean creativity 3,mean goals_conceded 3,mean goals_scored 3,mean ict_index 3,mean influence 3,mean minutes 3,mean own_goals 3,mean penalties_missed 3,mean penalties_saved 3,mean red_cards 3,mean saves 3,mean selected 3,mean threat 3,mean total_points 3,mean transfers_in 3,mean transfers_out 3,mean value 3,mean match_result 3,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3
88,,True,2023-09-17T13:00:00Z,,,,,,,,,,,,,,,,,,44,,,,,Adam Smith,,DEF,Bournemouth,5,,Chelsea,15,12,2.67314702308627,4,0.0,1.0,74.0,2940.0,58.0,261.6,406.2,88.0,5.0,400.0,75.7,7.0,0.0,11.0,0.2,43.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.3333333333333,0.0,0.0,43.666666666666664,600.3333333333334,44.666666666666664,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,239.94490108263514,0.0,0.0,0.4714045207910317,244.18754176975443,0.4714045207910317
165,,False,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,44,,,,,Adam Webster,,DEF,Brighton,5,,Man Utd,6,3,2.501421262080728,2,0.0,0.0,75.0,1983.0,27.0,104.0,354.0,126.0,3.0,405.0,58.4,9.0,0.0,2.0,0.5,45.0,DEF,2023-24,0.0,0.0,13.333333333333334,0.0,0.3333333333333333,0.6666666666666666,0.0,1.6666666666666667,16.0,60.0,0.0,0.0,0.0,0.0,0.0,22929.666666666668,0.0,0.6666666666666666,560.3333333333334,5815.666666666667,44.666666666666664,3.0,9.428090415820634,0.23570226039551584,1.1785113019775793,11.313708498984761,42.42640687119285,1898.8174097462756,0.0,0.4714045207910317,574.6421108442677,2434.3329453648876,0.4714045207910317
347,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Adama Traoré,,MID,Fulham,5,,Luton,10,20,3.1036623215394163,5,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,-2.0,0.0,0.3,1.0,0.0,2.6,5.0,19.0,0.0,0.0,0.0,0.0,0.0,3081.0,21.0,1.0,1015.0,727.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,,False,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Admiral Muskwe,,FWD,Luton,5,,Fulham,20,10,2.4363833243096913,4,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19442.333333333332,0.0,0.0,268.6666666666667,1800.6666666666667,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1208.2097867874143,0.0,0.0,189.97602187878576,1273.2636106565765,0.0
352,,False,2023-09-16T11:30:00Z,,,,,,,,,,,,,,,,,,40,,,,,Adrián San Miguel del Castillo,,GKP,Liverpool,5,,Wolves,5,13,2.3001725129384702,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,38.0,GK,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31307.333333333332,0.0,0.0,1236.0,1766.6666666666667,40.0,3.0,0.0,0.0,0.0,0.0,0.0,81.55298209684848,0.0,0.0,414.36457377531684,131.99326582148888,0.0
421,,False,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Aidan Francis-Clarke,,DEF,Luton,5,,Fulham,20,10,2.165674066053059,4,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.0,0.0,0.0,274.0,141.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,,False,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,49,,,,,Albert Sambi Lokonga,,MID,Luton,5,,Fulham,20,10,2.652950730914997,3,0.0,0.0,23.0,728.0,8.0,57.2,98.4,20.0,0.0,129.0,17.6,2.0,0.0,2.0,0.2,43.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930.6666666666667,0.0,0.0,53.333333333333336,281.3333333333333,49.666666666666664,3.0,0.0,0.0,0.0,0.0,0.0,34.41253001774531,0.0,0.0,12.256517540566822,65.99663291074444,0.4714045207910317
465,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,49,,,,,Alejandro Garnacho,,MID,Man Utd,5,,Brighton,3,6,2.47599797877716,9,3.0,2.0,39.0,557.0,13.0,58.5,153.8,266.0,0.0,81.0,47.9,0.0,0.0,3.0,1.5,41.0,MID,2023-24,0.0,0.0,6.0,0.0,8.166666666666666,1.3333333333333333,0.0,4.2,4.933333333333334,45.333333333333336,0.0,0.0,0.0,0.0,0.0,208833.33333333334,28.666666666666668,1.6666666666666667,11417.333333333334,33605.333333333336,49.666666666666664,0.0,4.242640687119285,5.562573345334174,2.9698484809834995,3.488393453853635,27.81286672667087,33837.416502380256,20.27039439401436,0.4714045207910317,5471.1208683007135,10587.274132445782,0.4714045207910317
651,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,54,,,,,Alejo Véliz,,FWD,Spurs,5,,Sheffield Utd,8,20,2.8830752802989856,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5810.0,0.0,0.0,915.0,1499.3333333333333,55.0,3.0,0.0,0.0,0.0,0.0,0.0,227.6883835420683,0.0,0.0,299.8132752230961,201.76113489856155,0.0
330,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,74,,,,,Aleksandar Mitrović,,FWD,Fulham,5,,Luton,10,20,4.5934202358783365,0,14.0,2.0,107.0,2010.0,30.0,216.5,584.8,1141.0,14.0,324.0,193.1,7.0,0.0,7.0,12.5,66.0,FWD,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245645.0,0.0,0.0,10270.0,84183.0,74.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,98120.96538457008,0.0,0.0,7261.986642785843,30455.0890657046,0.4714045207910317
318,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,54,,,,,Alex Iwobi,,MID,Fulham,5,,Luton,10,20,3.35195530726257,2,2.0,8.0,126.0,3379.0,56.0,917.7,682.4,366.0,9.0,563.0,196.7,9.0,0.0,2.0,1.1,49.0,MID,2023-24,0.0,0.0,2.6666666666666665,0.0,9.666666666666666,1.3333333333333333,0.0,1.4666666666666668,3.3333333333333335,33.333333333333336,0.0,0.0,0.0,0.0,0.0,61728.333333333336,1.3333333333333333,0.6666666666666666,1740.6666666666667,11334.0,54.666666666666664,0.3333333333333333,1.8856180831641267,6.835365551469959,1.0370899457402698,2.3570226039551585,23.570226039551585,18122.675397290423,0.9428090415820634,0.4714045207910317,1191.239224038937,2783.1722907502512,0.4714045207910317
557,,True,2023-09-18T18:45:00Z,,,,,,,,,,,,,,,,,,44,,,,,Alex Mighten,,MID,Nott'm Forest,5,,Burnley,16,20,1.8779342723004695,16,0.0,0.0,1.0,7.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3323.0,0.0,0.0,237.33333333333334,473.6666666666667,44.666666666666664,3.0,0.0,0.0,0.0,0.0,0.0,19.79898987322333,0.0,0.0,76.83893688893816,31.584102892999123,0.4714045207910317
529,,True,2023-09-16T16:30:00Z,,,,,,,,,,,,,,,,,,40,,,,,Alex Murphy,,DEF,Newcastle,5,,Brentford,4,9,2.089864158829676,8,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34254.666666666664,0.0,0.0,4541.0,3487.3333333333335,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1755.981839946593,0.0,0.0,1450.9831149947954,57.51135153650587,0.0
98,,True,2023-09-17T13:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Alex Scott,,MID,Bournemouth,5,,Chelsea,15,12,3.0376670716889427,3,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.3333333333334,0.0,0.0,184.33333333333334,323.3333333333333,50.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,139.53573815414538,0.0,0.0,98.52354484532562,111.25146690668348,0.0
454,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,45,,,,,Alex Telles,,DEF,Man Utd,5,,Brighton,3,6,2.2738756947953513,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.0,0.0,0.0,0.0,281.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,73.53910524340094,0.0,0.0,0.0,152.73506473629428,0.0
506,,True,2023-09-16T16:30:00Z,,,,,,,,,,,,,,,,,,77,,,,,Alexander Isak,,FWD,Newcastle,5,,Brentford,4,9,4.022988505747127,1,10.0,2.0,100.0,1520.0,20.0,244.1,475.0,693.0,18.0,353.0,141.1,4.0,0.0,3.0,12.7,70.0,FWD,2023-24,0.0,0.0,7.0,0.0,1.7666666666666666,1.6666666666666667,0.0,1.0666666666666667,1.0666666666666667,67.66666666666667,0.0,0.0,0.0,0.0,0.0,2430136.6666666665,8.0,2.0,410690.3333333333,109591.0,76.33333333333333,0.0,0.0,0.04714045207910321,0.9428090415820634,0.6599663291074443,3.7712361663282534,243054.75670629359,8.48528137423857,0.0,138066.37026283974,49233.01674689456,0.4714045207910317
31,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,50,,,,,Alexandre Moreno Lopera,,DEF,Aston Villa,5,,Crystal Palace,7,11,2.891844997108155,0,0.0,3.0,72.0,1325.0,10.0,321.1,254.4,151.0,5.0,278.0,72.3,7.0,0.0,3.0,2.1,45.0,DEF,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3776.0,0.0,0.0,217.0,788.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,229.1025971044414,0.0,0.0,28.284271247461902,181.01933598375618,0.0
367,,False,2023-09-16T11:30:00Z,,,,,,,,,,,,,,,,,,60,,,,,Alexis Mac Allister,,MID,Liverpool,5,,Wolves,5,13,3.4502587694077054,4,10.0,2.0,140.0,2882.0,45.0,729.6,741.0,706.0,18.0,567.0,217.8,10.0,0.0,8.0,14.7,56.0,MID,2023-24,0.0,0.0,5.333333333333333,0.3333333333333333,8.633333333333333,0.6666666666666666,0.0,1.6333333333333335,7.3999999999999995,66.66666666666667,0.0,0.0,0.0,0.6666666666666666,0.0,860545.0,0.0,-0.3333333333333333,32831.666666666664,100694.33333333333,60.0,3.0,6.128258770283413,1.0370899457402694,0.047140452079103105,0.5656854249492381,13.67073110293992,228872.08029377458,0.0,2.3570226039551585,17712.082059681434,3320.102039931236,0.0
392,,False,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,44,,,,,Alfie Doughty,,DEF,Luton,5,,Fulham,20,10,2.382241472658365,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,2.0,0.0,0.3333333333333333,1.6666666666666667,0.0,0.3333333333333333,1.5999999999999999,22.0,0.0,0.0,0.0,0.0,0.0,13765.0,1.3333333333333333,0.6666666666666666,240.0,1103.3333333333333,45.0,0.0,0.0,0.23570226039551584,0.23570226039551584,1.131370849898476,2.8284271247461903,999.8489885977782,0.9428090415820634,0.4714045207910317,169.7056274847714,780.1744819091574,0.0
647,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Alfie Whiteman,,GKP,Spurs,5,,Sheffield Utd,8,20,2.1356113187399894,2,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21234.0,0.0,0.0,201.33333333333334,2962.6666666666665,40.0,3.0,0.0,0.0,0.0,0.0,0.0,1244.5079348883237,0.0,0.0,30.641293851417057,935.2665692494069,0.0
354,,False,2023-09-16T11:30:00Z,,,,,,,,,,,,,,,,,,55,,,,,Alisson Ramses Becker,,GKP,Liverpool,5,,Wolves,5,13,3.1627372052903966,0,0.0,1.0,162.0,3330.0,43.0,10.1,966.4,0.0,15.0,824.0,97.6,14.0,0.0,1.0,16.8,55.0,GK,2023-24,0.0,0.3333333333333333,21.333333333333332,0.3333333333333333,0.0,0.6666666666666666,0.0,2.9,29.133333333333336,90.0,0.0,0.0,0.0,0.0,3.6666666666666665,900253.3333333334,0.0,4.0,59561.666666666664,38830.0,55.0,3.0,7.542472332656507,0.0,0.0,0.188561808316412,0.0,8184.525289973892,0.0,2.8284271247461903,10018.760280371796,3201.779505212687,0.0
390,,False,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,49,,,,,Allan Campbell,,MID,Luton,5,,Fulham,20,10,2.652950730914997,3,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3767.3333333333335,0.0,0.0,42.666666666666664,415.3333333333333,49.333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,396.4512019852576,0.0,0.0,30.169889330626027,293.6850164528127,0.4714045207910317
517,,True,2023-09-16T16:30:00Z,,,,,,,,,,,,,,,,,,60,,,,,Allan Saint-Maximin,,MID,Newcastle,5,,Brentford,4,9,3.134796238244514,2,1.0,6.0,66.0,1109.0,14.0,344.1,266.4,370.0,4.0,240.0,98.2,4.0,0.0,1.0,3.1,61.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4248.666666666667,0.0,0.0,0.0,2403.6666666666665,60.0,0.0,0.0,0.0,0.0,0.0,0.0,522.3162090364631,0.0,0.0,0.0,1401.9570448325283,0.0
655,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,41,,,,,Alphonse Areola,,GKP,West Ham,5,,Man City,14,1,2.9160739687055477,1,0.0,0.0,7.0,307.0,7.0,0.0,69.4,0.0,0.0,42.0,6.8,0.0,0.0,0.0,0.9,43.0,GK,2023-24,0.0,1.3333333333333333,23.333333333333332,0.0,0.0,1.0,0.0,2.6,26.133333333333336,90.0,0.0,0.0,0.6666666666666666,0.0,2.0,2297590.0,0.0,7.333333333333333,162882.33333333334,37916.0,40.333333333333336,3.0,10.842303978193728,0.0,1.6970562748477138,17.064843652635346,0.0,265237.16783663636,0.0,3.7712361663282534,97971.53015147932,7964.850783285271,0.4714045207910317
489,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Altay Bayindir,,GKP,Man Utd,5,,Brighton,3,6,2.02122283981809,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,True,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,44,,,,,Amad Diallo,,MID,Man Utd,5,,Brighton,3,6,2.223345123799899,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,MID,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3409.0,0.0,0.0,67.0,806.3333333333334,44.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,379.00923471598946,0.0,0.0,22.627416997969522,306.4129385141706,0.4714045207910317
303,,True,2023-09-17T15:30:00Z,,,,,,,,,,,,,,,,,,49,,,,,Amadou Onana,,MID,Everton,5,,Arsenal,17,2,3.455571227080395,6,1.0,3.0,77.0,2486.0,37.0,295.1,347.2,280.0,2.0,300.0,92.0,9.0,0.0,9.0,0.1,47.0,MID,2023-24,0.0,0.0,13.666666666666666,0.0,4.3,3.3333333333333335,0.0,1.3333333333333333,6.333333333333333,90.0,0.0,0.0,0.0,0.0,0.0,22141.333333333332,2.3333333333333335,2.0,1392.6666666666667,2791.3333333333335,49.666666666666664,0.3333333333333333,0.4714045207910317,1.1313708498984762,0.4714045207910317,0.4714045207910317,0.0,1118.1715233163272,3.2998316455372216,0.0,116.90832115617586,44.31202495435698,0.4714045207910317
387,,False,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,40,,,,,Amari'i Bell,,DEF,Luton,5,,Fulham,20,10,2.165674066053059,4,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,12.666666666666666,0.0,0.6,3.3333333333333335,0.0,2.066666666666667,20.266666666666666,90.0,0.0,0.0,0.0,0.0,0.0,730593.0,0.0,0.6666666666666666,10661.333333333334,39880.666666666664,40.0,0.0,1.8856180831641267,0.42426406871192857,1.4613540144521984,14.330697432047364,0.0,30097.29303442421,0.0,0.4714045207910317,7538.701096490179,28199.889838240306,0.0
173,,False,2023-09-18T18:45:00Z,,,,,,,,,,,,,,,,,,40,,,,,Ameen Al-Dakhil,,DEF,Burnley,5,,Nott'm Forest,20,16,2.1085925144965736,3,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,11.333333333333334,0.0,6.933333333333334,3.0,0.0,1.4000000000000001,6.0,90.0,0.0,0.0,0.0,0.0,0.0,54209.333333333336,1.3333333333333333,1.0,7354.666666666667,4315.333333333333,40.0,0.0,0.4714045207910317,4.90260701622673,0.9899494936611666,4.242640687119285,0.0,9056.152248916509,0.9428090415820634,0.0,5200.534673366662,3051.401463080348,0.0
200,,False,2023-09-18T18:45:00Z,,,,,,,,,,,,,,,,,,49,,,,,Anass Zaroury,,MID,Burnley,5,,Nott'm Forest,20,16,2.5830258302583027,7,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,-2.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.3333333333333333,0.0,7962.333333333333,0.0,-0.6666666666666666,44.666666666666664,1536.0,49.333333333333336,0.0,2.8284271247461903,0.0,0.0,0.0,14.142135623730951,3173.9666384860166,0.0,0.9428090415820634,31.584102892999123,1086.116015902537,0.4714045207910317
167,,False,2023-09-16T14:00:00Z,,,,,,,,,,,,,,,,,,44,,,,,Andi Zeqiri,,FWD,Brighton,5,,Man Utd,6,3,2.501421262080728,5,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105218.33333333333,0.0,0.0,7489.333333333333,14198.333333333334,44.666666666666664,3.0,0.0,0.0,0.0,0.0,0.0,5877.000160701792,0.0,0.0,2484.3018245687367,2448.9464855094093,0.4714045207910317
