,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,element_type_ex,season,mean assists 3,mean bonus 3,mean bps 3,mean clean_sheets 3,mean creativity 3,mean goals_conceded 3,mean goals_scored 3,mean ict_index 3,mean influence 3,mean minutes 3,mean own_goals 3,mean penalties_missed 3,mean penalties_saved 3,mean red_cards 3,mean saves 3,mean selected 3,mean threat 3,mean total_points 3,mean transfers_in 3,mean transfers_out 3,mean value 3,mean match_result 3,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3
159,1.0,False,2023-08-19T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0,24.0,0.5,0.0,2.5,45,-7383.0,21587.0,154.0,7537.0,Adam Webster,44.0,DEF,Brighton,2,3.0,Wolves,6,13,2.701080432172869,2,0.0,0.0,75.0,1983.0,27.0,104.0,354.0,126.0,3.0,405.0,58.4,9.0,0.0,2.0,0.5,45.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28853.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,1.0,False,2023-08-26T14:00:00Z,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,5.0,0.3,21.0,2.6,50,288.0,3081.0,1015.0,727.0,Adama Traoré,50.0,MID,Fulham,2,1.0,Brentford,10,9,3.5842293906810037,4,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,0.0,False,2023-08-25T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-2298.0,18588.0,403.0,2701.0,Admiral Muskwe,45.0,FWD,Luton,2,0.0,Chelsea,20,12,2.667457024303497,4,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21151.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,0.0,True,2023-08-19T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,-331.0,31365.0,1529.0,1860.0,Adrián San Miguel del Castillo,40.0,GKP,Liverpool,2,3.0,Bournemouth,5,15,2.4301336573511545,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,38.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27036.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,0.0,False,2023-08-25T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,133.0,1904.0,274.0,141.0,Aidan Francis-Clarke,40.0,DEF,Luton,2,0.0,Chelsea,20,12,2.3710729104919976,4,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,False,2023-08-21T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,-266.0,1955.0,62.0,328.0,Albert Sambi Lokonga,49.0,MID,Arsenal,2,3.0,Crystal Palace,2,11,2.718868950516585,10,0.0,0.0,23.0,728.0,8.0,57.2,98.4,20.0,0.0,129.0,17.6,2.0,0.0,2.0,0.2,43.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,2.0,False,2023-08-19T16:30:00Z,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.4,12.1,43.0,6.3,50,-10833.0,232760.0,15286.0,26119.0,Alejandro Garnacho,49.0,MID,Man Utd,2,0.0,Spurs,3,8,2.73224043715847,7,3.0,2.0,39.0,557.0,13.0,58.5,153.8,266.0,0.0,81.0,47.9,0.0,0.0,3.0,1.5,41.0,,2023-24,0.0,0.0,4.0,1.0,3.8,0.0,0.0,1.5,0.0,67.0,0.0,0.0,0.0,0.0,0.0,221486.0,14.0,3.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,0.0,True,2023-08-19T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,-515.0,5971.0,1127.0,1642.0,Alejo Véliz,55.0,FWD,Spurs,2,3.0,Man Utd,8,3,3.0054644808743167,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,0.0,True,2023-08-19T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,-90313.0,315027.0,15405.0,105718.0,Aleksandar Mitrović,74.0,FWD,Fulham,2,0.0,Brentford,10,9,5.376344086021505,0,14.0,2.0,107.0,2010.0,30.0,216.5,584.8,1141.0,14.0,324.0,193.1,7.0,0.0,7.0,12.5,66.0,,2023-24,0.0,0.0,6.0,0.0,0.3,0.0,0.0,3.3,6.4,32.0,0.0,0.0,0.0,0.0,0.0,364552.0,26.0,1.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,1.0,False,2023-08-20T13:00:00Z,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,14.5,2.0,2.2,55,-6783.0,74543.0,2583.0,9366.0,Alex Iwobi,54.0,MID,Everton,2,0.0,Aston Villa,17,7,3.7187288708586883,0,2.0,8.0,126.0,3379.0,56.0,917.7,682.4,366.0,9.0,563.0,196.7,9.0,0.0,2.0,1.1,49.0,,2023-24,0.0,0.0,9.0,0.0,40.7,1.0,0.0,10.6,19.4,90.0,0.0,0.0,0.0,0.0,0.0,75742.0,46.0,2.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,0.0,True,2023-08-18T18:45:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-313.0,3337.0,183.0,496.0,Alex Mighten,44.0,MID,Nott'm Forest,2,3.0,Sheffield Utd,16,20,2.25,10,0.0,0.0,1.0,7.0,0.0,0.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3125.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,0.0,False,2023-08-19T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,2039.0,33013.0,5567.0,3528.0,Alex Murphy,40.0,DEF,Newcastle,2,0.0,Man City,4,1,2.0714655618850335,8,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0.0,False,2023-08-19T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,-148.0,1078.0,254.0,402.0,Alex Scott,50.0,MID,Bournemouth,2,0.0,Liverpool,15,5,3.2051282051282053,2,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,0.0,False,2023-08-19T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-389.0,829.0,0.0,389.0,Alex Telles,45.0,DEF,Man Utd,2,0.0,Spurs,3,8,2.459016393442623,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1236.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,2.0,False,2023-08-19T19:00:00Z,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.6,1.8,2.0,0.4,76,433540.0,2258271.0,508318.0,74778.0,Alexander Isak,77.0,FWD,Newcastle,2,0.0,Man City,4,1,3.935784567581564,1,10.0,2.0,100.0,1520.0,20.0,244.1,475.0,693.0,18.0,353.0,141.1,4.0,0.0,3.0,12.7,70.0,,2023-24,0.0,3.0,51.0,0.0,2.7,1.0,2.0,13.2,68.4,67.0,0.0,0.0,0.0,0.0,0.0,1346330.0,61.0,13.0,0.0,0.0,75.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,0.0,True,2023-08-20T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,-719.0,3938.0,197.0,916.0,Alexandre Moreno Lopera,50.0,DEF,Aston Villa,2,3.0,Everton,7,17,3.209242618741977,0,0.0,3.0,72.0,1325.0,10.0,321.1,254.4,151.0,5.0,278.0,72.3,7.0,0.0,3.0,2.1,45.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4109.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,-2.0,True,2023-08-19T14:00:00Z,57.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.8,7.9,0.0,1.6,60,-57686.0,1022382.0,45356.0,103042.0,Alexis Mac Allister,60.0,MID,Liverpool,2,3.0,Bournemouth,5,15,3.6452004860267313,4,10.0,2.0,140.0,2882.0,45.0,729.6,741.0,706.0,18.0,567.0,217.8,10.0,0.0,8.0,14.7,56.0,,2023-24,0.0,0.0,13.0,0.0,13.5,1.0,0.0,2.7,13.6,90.0,0.0,0.0,0.0,0.0,0.0,993930.0,0.0,1.0,0.0,0.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,1.0,False,2023-08-25T19:00:00Z,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.4,0.5,2.0,0.5,45,-1295.0,13058.0,360.0,1655.0,Alfie Doughty,44.0,DEF,Luton,2,0.0,Chelsea,20,12,2.667457024303497,0,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,15179.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,0.0,True,2023-08-19T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,-3401.0,22114.0,223.0,3624.0,Alfie Whiteman,40.0,GKP,Spurs,2,3.0,Man Utd,8,3,2.185792349726776,2,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25074.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,2.0,True,2023-08-19T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,16.0,29.0,0.0,0.0,2.9,55,25552.0,894466.0,66646.0,41094.0,Alisson Ramses Becker,55.0,GKP,Liverpool,2,3.0,Bournemouth,5,15,3.341433778857837,0,0.0,1.0,162.0,3330.0,43.0,10.1,966.4,0.0,15.0,824.0,97.6,14.0,0.0,1.0,16.8,55.0,,2023-24,0.0,0.0,16.0,0.0,0.0,1.0,0.0,2.6,26.2,90.0,0.0,0.0,0.0,0.0,4.0,716489.0,0.0,3.0,0.0,0.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,0.0,False,2023-08-25T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,-559.0,3487.0,64.0,623.0,Allan Campbell,49.0,MID,Luton,2,0.0,Chelsea,20,12,2.904564315352697,5,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4328.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,0.0,False,2023-08-19T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,-3395.0,4618.0,0.0,3395.0,Allan Saint-Maximin,60.0,MID,Newcastle,2,0.0,Man City,4,1,3.1071983428275507,2,1.0,6.0,66.0,1109.0,14.0,344.1,266.4,370.0,4.0,240.0,98.2,4.0,0.0,1.0,3.1,61.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8130.0,0.0,0.0,0.0,0.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,10.0,True,2023-08-20T15:30:00Z,90.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,31.0,38.2,0.0,0.0,3.8,40,50058.0,2110039.0,93606.0,43548.0,Alphonse Areola,41.0,GKP,West Ham,2,3.0,Chelsea,14,12,3.0651340996168583,1,0.0,0.0,7.0,307.0,7.0,0.0,69.4,0.0,0.0,42.0,6.8,0.0,0.0,0.0,0.9,43.0,,2023-24,0.0,0.0,16.0,0.0,0.0,1.0,0.0,2.1,21.2,90.0,0.0,0.0,0.0,0.0,4.0,1900454.0,0.0,3.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,False,2023-08-19T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-940.0,3677.0,83.0,1023.0,Amad Diallo,45.0,MID,Man Utd,2,0.0,Spurs,3,8,2.459016393442623,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4577.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2.0,False,2023-08-20T13:00:00Z,90.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,3.5,0.0,1.0,50,-1450.0,22932.0,1310.0,2760.0,Amadou Onana,49.0,MID,Everton,2,0.0,Aston Villa,17,7,3.3806626098715347,6,1.0,3.0,77.0,2486.0,37.0,295.1,347.2,280.0,2.0,300.0,92.0,9.0,0.0,9.0,0.1,47.0,,2023-24,0.0,0.0,18.0,0.0,38.1,1.0,0.0,6.7,11.4,90.0,0.0,0.0,0.0,0.0,0.0,20548.0,17.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,1.0,False,2023-08-25T19:00:00Z,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,30.4,0.9,0.0,3.1,40,-43829.0,709311.0,15992.0,59821.0,Amari'i Bell,40.0,DEF,Luton,2,0.0,Chelsea,20,12,2.3710729104919976,4,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,773157.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,1.0,True,2023-08-27T13:00:00Z,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,10.4,2.0,2.1,40,4559.0,60613.0,11032.0,6473.0,Ameen Al-Dakhil,40.0,DEF,Burnley,2,0.0,Aston Villa,20,7,2.408187838651415,3,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,41402.0,0.0,1.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,True,2023-08-27T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,-2237.0,5718.0,67.0,2304.0,Anass Zaroury,49.0,MID,Burnley,2,0.0,Aston Villa,20,7,2.9500301023479834,5,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,-6.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,1.0,0.0,12451.0,0.0,-2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
