,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,element_type_ex,season,mean assists 3,mean bonus 3,mean bps 3,mean clean_sheets 3,mean creativity 3,mean goals_conceded 3,mean goals_scored 3,mean ict_index 3,mean influence 3,mean minutes 3,mean own_goals 3,mean penalties_missed 3,mean penalties_saved 3,mean red_cards 3,mean saves 3,mean selected 3,mean threat 3,mean total_points 3,mean transfers_in 3,mean transfers_out 3,mean value 3,mean match_result 3,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3
431,1.0,False,2023-08-19T16:30:00Z,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.6,2.2,2.0,1.1,50,-32377.0,146811.0,4362.0,36739.0,Diogo Dalot Teixeira,49.0,DEF,Man Utd,2,0.0,Spurs,3,8,2.73224043715847,1,1.0,2.0,102.0,2152.0,34.0,418.6,469.4,272.0,19.0,502.0,116.0,10.0,0.0,6.0,6.3,48.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165972.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,12.0,True,2023-08-19T14:00:00Z,75.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,39.8,22.9,98.0,16.1,80,-2050.0,267516.0,29834.0,31884.0,Diogo Teixeira da Silva,80.0,MID,Liverpool,2,3.0,Bournemouth,5,15,4.860267314702309,1,7.0,4.0,80.0,1125.0,19.0,237.9,304.2,337.0,9.0,282.0,87.5,5.0,0.0,2.0,2.0,86.0,,2023-24,0.0,0.0,3.0,0.0,12.9,1.0,0.0,2.6,3.2,65.0,0.0,0.0,0.0,0.0,0.0,238521.0,10.0,1.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,0.0,False,2023-08-25T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-2688.0,15241.0,200.0,2888.0,Dion Pereira,44.0,MID,Luton,2,0.0,Chelsea,20,12,2.667457024303497,8,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18802.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,0.0,True,2023-08-20T15:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-42493.0,1020799.0,29343.0,71836.0,Divin Mubama,45.0,FWD,West Ham,2,3.0,Chelsea,14,12,3.4482758620689653,3,0.0,0.0,3.0,36.0,0.0,11.4,2.4,0.0,0.0,7.0,1.4,0.0,0.0,0.0,0.1,45.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1006999.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,0.0,True,2023-08-19T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,-1677.0,55406.0,3056.0,4733.0,Djed Spence,40.0,DEF,Spurs,2,3.0,Man Utd,8,3,2.185792349726776,11,0.0,0.0,4.0,5.0,0.0,1.3,0.2,20.0,0.0,10.0,2.2,0.0,0.0,0.0,0.2,41.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49345.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,1.0,False,2023-08-20T13:00:00Z,37.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.6,4.0,0.3,59,-25180.0,60702.0,896.0,26076.0,Dominic Calvert-Lewin,58.0,FWD,Everton,2,0.0,Aston Villa,17,7,3.989181879648411,0,2.0,1.0,40.0,1166.0,22.0,122.4,138.4,409.0,2.0,89.0,66.4,4.0,0.0,3.0,0.3,79.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84782.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,5.0,False,2023-08-19T14:00:00Z,90.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,16.2,21.6,18.0,5.6,65,-10112.0,260913.0,15961.0,26073.0,Dominic Solanke,65.0,FWD,Bournemouth,2,0.0,Liverpool,15,5,4.166666666666667,0,6.0,10.0,130.0,2865.0,52.0,279.9,524.8,1046.0,14.0,339.0,184.4,8.0,0.0,2.0,3.6,56.0,,2023-24,0.0,1.0,22.0,0.0,23.0,1.0,1.0,13.6,40.6,90.0,0.0,0.0,0.0,0.0,0.0,252120.0,72.0,7.0,0.0,0.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,5.0,True,2023-08-19T14:00:00Z,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,15.2,15.9,22.0,5.3,70,-10856.0,340429.0,26038.0,36894.0,Dominik Szoboszlai,70.0,MID,Liverpool,2,3.0,Bournemouth,5,15,4.25273390036452,3,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,308481.0,0.0,2.0,0.0,0.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,0.0,False,2023-08-19T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,-735.0,4950.0,168.0,903.0,Donny van de Beek,49.0,MID,Man Utd,2,0.0,Spurs,3,8,2.73224043715847,7,0.0,0.0,8.0,162.0,3.0,40.2,11.2,54.0,0.0,21.0,10.5,0.0,0.0,0.0,0.1,51.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4570.0,0.0,0.0,0.0,0.0,50.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,7.0,True,2023-08-20T13:00:00Z,63.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.0,44.0,14.4,19.0,7.7,55,-27868.0,233546.0,4278.0,32146.0,Douglas Luiz Soares de Paulo,55.0,MID,Aston Villa,2,3.0,Everton,7,17,3.5301668806161746,5,6.0,7.0,142.0,2922.0,35.0,655.4,661.6,242.0,17.0,594.0,155.8,13.0,1.0,6.0,1.0,48.0,,2023-24,0.0,0.0,10.0,0.0,22.3,5.0,0.0,5.1,9.4,90.0,0.0,0.0,0.0,0.0,0.0,255432.0,19.0,1.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,0.0,False,2023-08-20T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,-2834.0,6235.0,25.0,2859.0,Dwight McNeil,54.0,MID,Everton,2,0.0,Aston Villa,17,7,3.7187288708586883,0,7.0,5.0,126.0,2490.0,46.0,726.6,699.4,462.0,14.0,505.0,189.2,5.0,0.0,5.0,2.0,52.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9121.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,2.0,True,2023-08-21T19:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.2,22.9,23.0,5.5,65,-155238.0,1335065.0,27372.0,182610.0,Eberechi Eze,64.0,MID,Crystal Palace,2,0.0,Arsenal,11,2,4.924242424242424,0,10.0,5.0,159.0,2631.0,35.0,800.4,692.8,597.0,21.0,580.0,208.9,9.0,0.0,3.0,12.8,57.0,,2023-24,0.0,0.0,21.0,1.0,96.2,0.0,0.0,14.5,13.4,90.0,0.0,0.0,0.0,0.0,0.0,1431792.0,35.0,3.0,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,5.0,False,2023-08-21T19:00:00Z,78.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.8,28.0,4.9,55,142472.0,488293.0,168491.0,26019.0,Eddie Nketiah,56.0,FWD,Arsenal,2,3.0,Crystal Palace,2,11,2.9907558455682435,1,4.0,2.0,63.0,1071.0,16.0,128.2,213.4,598.0,5.0,161.0,93.1,2.0,0.0,3.0,1.8,63.0,,2023-24,0.0,2.0,26.0,1.0,5.9,0.0,1.0,7.2,30.2,72.0,0.0,0.0,0.0,0.0,0.0,210426.0,36.0,8.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,6.0,True,2023-08-19T19:00:00Z,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.0,12.8,10.0,0.0,2.3,55,32402.0,1469985.0,88878.0,56476.0,Ederson Santana de Moraes,56.0,GKP,Man City,2,3.0,Newcastle,1,4,3.2220269478617456,0,0.0,1.0,121.0,3150.0,32.0,13.1,479.0,0.0,8.0,581.0,49.2,11.0,0.0,3.0,15.0,54.0,,2023-24,0.0,0.0,27.0,1.0,0.0,0.0,0.0,1.8,18.4,90.0,0.0,0.0,0.0,0.0,1.0,1174256.0,0.0,6.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,1.0,True,2023-08-20T15:30:00Z,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.2,0.1,0.0,0.2,50,-2135.0,8425.0,598.0,2733.0,Edson Álvarez Velázquez,50.0,MID,West Ham,2,3.0,Chelsea,14,12,3.8314176245210727,5,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2.0,False,2023-08-25T19:00:00Z,69.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,11.9,4.0,1.8,50,-10646.0,82300.0,2715.0,13361.0,Elijah Adebayo,50.0,FWD,Luton,2,0.0,Chelsea,20,12,2.963841138114997,1,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,96850.0,0.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0.0,False,2023-08-19T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,-373.0,23754.0,929.0,1302.0,Ellery Balcombe,40.0,GKP,Brentford,2,3.0,Fulham,9,10,2.572347266881029,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21041.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,1.0,False,2023-08-19T19:00:00Z,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.6,14.9,4.0,3.3,45,-33661.0,507637.0,15050.0,48711.0,Elliot Anderson,44.0,MID,Newcastle,2,0.0,Man City,4,1,2.330398757120663,11,0.0,1.0,30.0,395.0,7.0,114.7,70.2,180.0,2.0,93.0,36.5,1.0,0.0,0.0,0.1,43.0,,2023-24,0.0,0.0,3.0,0.0,0.1,0.0,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,517541.0,0.0,1.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
380,0.0,False,2023-08-25T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-116.0,630.0,0.0,116.0,Elliot Thorpe,45.0,MID,Luton,2,0.0,Chelsea,20,12,2.667457024303497,8,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,949.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,0.0,False,2023-08-20T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-333.0,4163.0,0.0,333.0,Ellis Simms,45.0,FWD,Everton,2,0.0,Aston Villa,17,7,3.0425963488843815,3,1.0,0.0,17.0,219.0,4.0,39.3,40.8,54.0,0.0,59.0,13.0,0.0,0.0,0.0,0.1,45.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4518.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,1.0,True,2023-08-19T16:30:00Z,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.1,0.0,0.1,45,69317.0,164903.0,78731.0,9414.0,Emerson Leite de Souza Junior,45.0,DEF,Spurs,2,3.0,Man Utd,8,3,2.459016393442623,2,2.0,2.0,86.0,1729.0,27.0,178.9,376.2,230.0,9.0,402.0,78.7,7.0,1.0,2.0,1.8,48.0,,2023-24,0.0,1.0,27.0,0.0,12.3,2.0,1.0,7.2,48.6,90.0,0.0,0.0,0.0,0.0,0.0,43765.0,11.0,8.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,4.0,True,2023-08-20T15:30:00Z,90.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,25.4,10.5,4.0,4.0,45,-2130.0,32516.0,1484.0,3614.0,Emerson Palmieri dos Santos,45.0,DEF,West Ham,2,3.0,Chelsea,14,12,3.4482758620689653,0,1.0,0.0,39.0,1317.0,28.0,188.8,224.8,178.0,2.0,209.0,59.4,2.0,0.0,2.0,1.3,40.0,,2023-24,0.0,0.0,8.0,0.0,26.0,1.0,0.0,5.0,20.4,90.0,0.0,0.0,0.0,0.0,0.0,29980.0,4.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,0.0,False,2023-08-19T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-430.0,1239.0,32.0,462.0,Emil Krafth,44.0,DEF,Newcastle,2,0.0,Man City,4,1,2.330398757120663,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1621.0,0.0,0.0,0.0,0.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.0,False,2023-08-21T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,-3123.0,15089.0,436.0,3559.0,Emile Smith Rowe,54.0,MID,Arsenal,2,3.0,Crystal Palace,2,11,2.9907558455682435,6,0.0,2.0,18.0,161.0,5.0,64.3,36.6,39.0,0.0,60.0,13.8,0.0,0.0,0.0,0.4,56.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14977.0,0.0,0.0,0.0,0.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,0.0,True,2023-08-20T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,-10038.0,9635.0,92.0,10130.0,Emiliano Buendía Stati,58.0,MID,Aston Villa,2,3.0,Everton,7,17,3.7869062901155326,4,5.0,3.0,117.0,2404.0,34.0,546.3,438.2,580.0,8.0,370.0,156.6,11.0,0.0,0.0,0.7,57.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19802.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,False,2023-08-19T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-365.0,3512.0,179.0,544.0,Emiliano Marcondes,45.0,MID,Bournemouth,2,0.0,Liverpool,15,5,2.8846153846153846,12,0.0,0.0,1.0,8.0,1.0,0.0,1.2,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,47.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3266.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,8.0,True,2023-08-20T13:00:00Z,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,31.0,22.4,0.0,0.0,2.2,50,-14621.0,717905.0,33535.0,48156.0,Emiliano Martínez Romero,50.0,GKP,Aston Villa,2,3.0,Everton,7,17,3.209242618741977,0,0.0,0.0,135.0,3139.0,38.0,23.0,813.0,0.0,15.0,678.0,83.5,11.0,0.0,7.0,6.6,50.0,,2023-24,0.0,0.0,18.0,0.0,0.0,5.0,0.0,4.6,45.6,90.0,0.0,0.0,0.0,0.0,7.0,649104.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
509,0.0,True,2023-08-18T18:45:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,-7358.0,49007.0,2522.0,9880.0,Emmanuel Dennis,49.0,FWD,Nott'm Forest,2,3.0,Sheffield Utd,16,20,2.5,1,2.0,2.0,39.0,709.0,17.0,96.8,166.4,286.0,3.0,113.0,54.6,1.0,0.0,3.0,0.1,56.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52483.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,0.0,True,2023-08-27T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-2094.0,14677.0,481.0,2575.0,Enock Agyei,45.0,MID,Burnley,2,0.0,Aston Villa,20,7,2.7092113184828417,12,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16245.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,0.0,False,2023-08-20T15:30:00Z,90.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,23.0,69.7,22.0,11.5,50,47125.0,428097.0,75645.0,28520.0,Enzo Fernández,50.0,MID,Chelsea,2,0.0,West Ham,12,14,2.513826043237808,7,0.0,2.0,42.0,1547.0,25.0,307.3,298.2,64.0,1.0,265.0,67.1,3.0,0.0,3.0,0.8,50.0,,2023-24,0.0,0.0,18.0,0.0,38.5,1.0,0.0,6.7,19.8,90.0,0.0,0.0,0.0,0.0,0.0,292482.0,9.0,1.0,0.0,0.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0.0,False,2023-08-19T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,-1282.0,19047.0,1041.0,2323.0,Eric Bailly,40.0,DEF,Man Utd,2,0.0,Spurs,3,8,2.185792349726776,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,40.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16776.0,0.0,0.0,0.0,0.0,40.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,0.0,True,2023-08-19T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-12973.0,91371.0,2473.0,15446.0,Eric Dier,44.0,DEF,Spurs,2,3.0,Man Utd,8,3,2.459016393442623,2,2.0,1.0,96.0,2816.0,52.0,112.3,653.2,235.0,5.0,569.0,100.1,9.0,0.0,3.0,4.8,50.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96112.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,2.0,True,2023-08-19T19:00:00Z,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.2,11.8,48.0,6.3,140,132944.0,8231668.0,161773.0,28829.0,Erling Haaland,140.0,FWD,Man City,2,3.0,Newcastle,1,4,8.201523140011716,0,36.0,9.0,272.0,2767.0,26.0,371.0,1390.0,1825.0,40.0,1040.0,358.1,13.0,0.0,5.0,78.4,124.0,,2023-24,0.0,3.0,56.0,1.0,23.7,0.0,2.0,13.9,67.6,79.0,0.0,0.0,0.0,0.0,0.0,7200159.0,48.0,13.0,0.0,0.0,140.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,0.0,False,2023-08-20T15:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,-317.0,1245.0,0.0,317.0,Ethan Ampadu,40.0,DEF,Chelsea,2,0.0,West Ham,12,14,2.0110608345902463,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1585.0,0.0,0.0,0.0,0.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,0.0,True,2023-08-18T18:45:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,-1221.0,12439.0,547.0,1768.0,Ethan Horvath,45.0,GKP,Nott'm Forest,2,3.0,Sheffield Utd,16,20,2.25,0,,,,,,,,,,,,,,,,,,2023-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11308.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,7.0,False,2023-08-19T14:00:00Z,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,32.0,26.8,20.7,10.0,5.8,45,-3382.0,179607.0,6001.0,9383.0,Ethan Pinnock,45.0,DEF,Brentford,2,3.0,Fulham,9,10,2.8938906752411575,1,3.0,0.0,112.0,2700.0,34.0,104.9,751.6,279.0,6.0,575.0,113.8,10.0,0.0,0.0,0.9,44.0,,2023-24,0.0,0.0,14.0,0.0,0.5,2.0,0.0,2.5,24.4,90.0,0.0,0.0,0.0,0.0,0.0,176746.0,0.0,1.0,0.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,1.0,False,2023-08-19T14:00:00Z,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,1.5,4.0,0.8,60,-16405.0,593303.0,37439.0,53844.0,Evan Ferguson,59.0,FWD,Brighton,2,3.0,Wolves,6,13,3.6014405762304924,0,6.0,2.0,65.0,942.0,12.0,129.1,284.2,350.0,8.0,213.0,76.5,6.0,0.0,1.0,1.7,46.0,,2023-24,0.0,0.0,25.0,0.0,10.6,1.0,1.0,8.0,32.2,12.0,0.0,0.0,0.0,0.0,0.0,559185.0,37.0,5.0,0.0,0.0,60.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
