,element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,id,name,cost,position,home_team,away_team,team_x
374,331,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3661,16889,150,3811,331,Aribim Pepple,45,FWD,Chelsea,Luton,Luton
375,332,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-2688,15241,200,2888,332,Dion Pereira,44,MID,Chelsea,Luton,Luton
376,333,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-623,6775,282,905,333,Dan Potts,40,DEF,Chelsea,Luton,Luton
377,334,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-644,5063,146,790,334,Glen Rea,44,MID,Chelsea,Luton,Luton
378,335,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1212,16793,149,1361,335,James Shea,45,GKP,Chelsea,Luton,Luton
379,336,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4293,19877,0,4293,336,Joe Taylor,45,FWD,Chelsea,Luton,Luton
380,337,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-116,630,0,116,337,Elliot Thorpe,45,MID,Chelsea,Luton,Luton
381,338,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-102,1366,0,102,338,Jack Walton,40,GKP,Chelsea,Luton,Luton
382,339,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-3920,30538,904,4824,339,Louie Watson,44,MID,Chelsea,Luton,Luton
383,340,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-4044,69614,5378,9422,340,Cauley Woodrow,45,FWD,Chelsea,Luton,Luton
384,553,26,Chelsea,1,False,2023-08-25T19:00:00Z,3,0,3,90,0,0,0,3,0,0,0,0,0,0,0,10,9.2,21.8,17.0,4.8,1,0.06,0.04,0.10,2.09,45,-812,13425,477,1289,553,Ryan Giles,45,DEF,Chelsea,Luton,Luton
385,575,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,90,0,0,0,3,0,0,0,1,0,0,0,10,25.0,0.4,2.0,2.7,1,0.00,0.01,0.01,2.09,45,-1176,14963,403,1579,575,Tom Lockyer,45,DEF,Chelsea,Luton,Luton
386,582,26,Chelsea,1,False,2023-08-25T19:00:00Z,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,4,1.2,0.3,2.0,0.4,0,0.01,0.00,0.01,0.08,50,-338,4952,352,690,582,Pelly Ruddock Mpanzu,50,MID,Chelsea,Luton,Luton
387,586,26,Chelsea,2,False,2023-08-25T19:00:00Z,3,0,3,76,0,0,0,3,0,0,0,0,0,0,0,5,6.6,3.3,6.0,1.6,1,0.02,0.04,0.06,2.02,50,-1002,9924,442,1444,586,Tahith Chong,50,MID,Chelsea,Luton,Luton
388,602,26,Chelsea,1,False,2023-08-25T19:00:00Z,3,0,3,69,0,0,0,2,0,0,0,0,0,0,0,7,3.0,1.2,7.0,1.1,1,0.03,0.00,0.03,1.52,40,-11313,555513,24068,35381,602,Issa Kaboré,40,DEF,Chelsea,Luton,Luton
389,614,26,Chelsea,2,False,2023-08-25T19:00:00Z,3,0,3,90,0,0,0,3,0,0,0,0,0,5,0,18,42.4,0.0,0.0,4.2,1,0.00,0.00,0.00,2.09,45,576,15210,1649,1073,614,Thomas Kaminski,45,GKP,Chelsea,Luton,Luton
390,630,26,Chelsea,2,False,2023-08-25T19:00:00Z,3,0,3,76,0,0,0,3,0,0,0,0,0,0,0,5,0.0,5.0,10.0,1.2,1,0.08,0.02,0.10,2.02,50,-2316,14286,692,3008,630,Ross Barkley,50,MID,Chelsea,Luton,Luton
391,631,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,20,0,0,0,1,0,0,0,1,0,0,0,-2,0.0,0.3,9.0,0.5,0,0.07,0.00,0.07,0.57,50,-124,14892,2500,2624,631,Jacob Brown,50,FWD,Chelsea,Luton,Luton
392,648,26,Chelsea,0,False,2023-08-25T19:00:00Z,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,133,1904,274,141,648,Aidan Francis-Clarke,40,DEF,Chelsea,Luton,Luton
393,341,16,Newcastle,7,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,1,28,16.4,16.0,1.0,3.3,1,0.03,0.02,0.05,0.29,50,90710,559028,119275,28565,341,Manuel Akanji,51,DEF,Man City,Newcastle,Man City
394,342,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,201248,664994,229935,28687,342,Nathan Aké,51,DEF,Man City,Newcastle,Man City
395,343,16,Newcastle,7,True,2023-08-19T19:00:00Z,1,0,2,90,1,0,1,0,0,0,0,1,0,0,2,33,38.4,27.5,21.0,8.7,1,0.11,0.02,0.13,0.29,65,22454,488030,74423,51969,343,Julián Álvarez,66,FWD,Man City,Newcastle,Man City
396,344,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,65,-106448,339577,30229,136677,344,Bernardo Veiga de Carvalho e Silva,64,MID,Man City,Newcastle,Man City
397,345,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-247,2936,205,452,345,Oscar Bobb,44,MID,Man City,Newcastle,Man City
398,346,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-81157,256973,8051,89208,346,João Cancelo,58,DEF,Man City,Newcastle,Man City
399,347,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-377,7086,280,657,347,Scott Carson,40,GKP,Man City,Newcastle,Man City
400,348,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-20,50,0,20,348,Shea Charles,45,MID,Man City,Newcastle,Man City
401,349,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,104,-969543,422194,6557,976100,349,Kevin De Bruyne,103,MID,Man City,Newcastle,Man City
402,350,16,Newcastle,7,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,1,28,10.6,1.9,0.0,1.3,1,0.00,0.01,0.01,0.29,55,-86857,545672,34260,121117,350,Rúben Gato Alves Dias,55,DEF,Man City,Newcastle,Man City
403,351,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-213,2004,124,337,351,Tommy Doyle,44,MID,Man City,Newcastle,Man City
404,352,16,Newcastle,6,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,1,0,25,12.8,10.0,0.0,2.3,1,0.00,0.01,0.01,0.29,55,32402,1469985,88878,56476,352,Ederson Santana de Moraes,56,GKP,Man City,Newcastle,Man City
405,353,16,Newcastle,9,True,2023-08-19T19:00:00Z,1,0,2,90,0,1,1,0,0,0,0,0,0,0,3,35,37.4,91.6,28.0,15.7,1,0.33,0.53,0.86,0.29,75,-10035,779132,77947,87982,353,Phil Foden,76,MID,Man City,Newcastle,Man City
406,354,16,Newcastle,3,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,7,12.6,9.5,19.0,4.1,1,0.09,0.04,0.13,0.29,74,-97274,425129,13903,111177,354,Jack Grealish,74,MID,Man City,Newcastle,Man City
407,355,16,Newcastle,2,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,1,3.2,11.8,48.0,6.3,1,0.43,0.02,0.45,0.29,140,132944,8231668,161773,28829,355,Erling Haaland,140,FWD,Man City,Newcastle,Man City
408,356,16,Newcastle,3,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,15,6.4,9.0,4.0,1.9,1,0.10,0.04,0.14,0.29,50,-1687,99862,11178,12865,356,Mateo Kovačić,50,MID,Man City,Newcastle,Man City
409,357,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-5238,35576,1232,6470,357,Aymeric Laporte,49,DEF,Man City,Newcastle,Man City
410,358,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,17713,64137,24989,7276,358,Rico Lewis,45,DEF,Man City,Newcastle,Man City
411,359,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,75,-3355,6275,0,3355,359,Riyad Mahrez,75,MID,Man City,Newcastle,Man City
412,360,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,42,4083,623,581,360,James McAtee,45,MID,Man City,Newcastle,Man City
413,361,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-4559,63680,1564,6123,361,Stefan Ortega Moreno,40,GKP,Man City,Newcastle,Man City
414,362,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,2590,20208,5670,3080,362,Cole Palmer,50,MID,Man City,Newcastle,Man City
415,363,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-279,2486,210,489,363,Máximo Perrone,44,MID,Man City,Newcastle,Man City
416,364,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-747,4124,123,870,364,Kalvin Phillips,49,MID,Man City,Newcastle,Man City
417,365,16,Newcastle,3,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,19,20.4,8.4,2.0,3.1,1,0.00,0.07,0.07,0.29,56,395603,831130,422644,27041,365,Rodrigo Hernandez,57,MID,Man City,Newcastle,Man City
418,366,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-6735,82354,2409,9144,366,Sergio Gómez,40,DEF,Man City,Newcastle,Man City
419,367,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-571,13476,414,985,367,Zack Steffen,40,GKP,Man City,Newcastle,Man City
420,368,16,Newcastle,0,True,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,54,-857450,1505031,17301,874751,368,John Stones,53,DEF,Man City,Newcastle,Man City
421,369,16,Newcastle,6,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,25,7.2,16.3,4.0,2.8,1,0.00,0.05,0.05,0.29,50,87981,477500,107637,19656,369,Kyle Walker,51,DEF,Man City,Newcastle,Man City
422,616,16,Newcastle,6,True,2023-08-19T19:00:00Z,1,0,2,90,0,0,1,0,0,0,0,0,0,0,0,24,12.6,1.5,0.0,1.4,1,0.00,0.01,0.01,0.29,50,1846,307221,37224,35378,616,Joško Gvardiol,51,DEF,Man City,Newcastle,Man City
423,209,18,Spurs,2,False,2023-08-19T16:30:00Z,2,0,2,84,0,0,0,2,0,0,0,0,0,0,0,9,11.0,28.0,0.0,3.9,1,0.00,0.03,0.03,1.74,70,-32556,296832,8177,40733,209,Mason Mount,69,MID,Spurs,Man Utd,Man Utd
424,370,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-389,829,0,389,370,Alex Telles,45,DEF,Spurs,Man Utd,Man Utd
425,371,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-940,3677,83,1023,371,Amad Diallo,45,MID,Spurs,Man Utd,Man Utd
426,372,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,65,0,0,0,1,0,0,0,1,0,0,0,1,8.0,12.4,13.0,3.3,1,0.23,0.05,0.28,1.25,70,-10910,116753,5592,16502,372,Antony Matheus dos Santos,69,MID,Spurs,Man Utd,Man Utd
427,373,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,90,0,0,0,2,0,0,0,1,0,0,0,13,13.0,54.4,26.0,9.3,1,0.76,0.42,1.18,1.80,85,-81782,2340614,80824,162606,373,Bruno Borges Fernandes,85,MID,Spurs,Man Utd,Man Utd
428,374,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1046,16339,724,1770,374,Brandon Williams,40,DEF,Spurs,Man Utd,Man Utd
429,375,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1282,19047,1041,2323,375,Eric Bailly,40,DEF,Spurs,Man Utd,Man Utd
430,376,18,Spurs,2,False,2023-08-19T16:30:00Z,2,0,2,90,0,0,0,2,0,0,0,0,0,0,0,7,17.2,5.3,38.0,6.1,1,0.40,0.02,0.42,1.80,55,-24728,419849,22609,47337,376,Carlos Henrique Casimiro,54,MID,Spurs,Man Utd,Man Utd
431,377,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,24,0,0,0,1,0,0,0,0,0,0,0,4,6.6,2.2,2.0,1.1,0,0.00,0.01,0.01,0.55,50,-32377,146811,4362,36739,377,Diogo Dalot Teixeira,49,DEF,Spurs,Man Utd,Man Utd
432,379,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,24,0,0,0,1,0,0,0,0,0,0,0,7,10.8,1.8,0.0,1.3,0,0.00,0.01,0.01,0.55,60,-5767,45143,1961,7728,379,Christian Eriksen,59,MID,Spurs,Man Utd,Man Utd
433,380,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1503,28376,2040,3543,380,Álvaro Fernández Carreras,40,DEF,Spurs,Man Utd,Man Utd
434,381,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-5356,8539,322,5678,381,Frederico Rodrigues de Paula Santos,50,MID,Spurs,Man Utd,Man Utd
435,382,18,Spurs,2,False,2023-08-19T16:30:00Z,2,0,2,65,0,0,0,1,0,0,0,0,0,0,0,9,7.4,12.1,43.0,6.3,1,0.21,0.05,0.26,1.25,50,-10833,232760,15286,26119,382,Alejandro Garnacho,49,MID,Spurs,Man Utd,Man Utd
436,383,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-599,4858,254,853,383,Hannibal Mejbri,44,MID,Spurs,Man Utd,Man Utd
437,384,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-1932,11925,102,2034,384,Tom Heaton,40,GKP,Spurs,Man Utd,Man Utd
438,385,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7508,29258,300,7808,385,Dean Henderson,45,GKP,Spurs,Man Utd,Man Utd
439,386,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1042,16412,762,1804,386,Victor Lindelöf,45,DEF,Spurs,Man Utd,Man Utd
440,387,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-8272,43953,1457,9729,387,Harry Maguire,44,DEF,Spurs,Man Utd,Man Utd
441,388,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-572,2279,95,667,388,Kobbie Mainoo,44,MID,Spurs,Man Utd,Man Utd
442,389,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1928,4150,43,1971,389,Tyrell Malacia,44,DEF,Spurs,Man Utd,Man Utd
443,390,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,3,4.2,11.0,0.0,1.5,0,0.00,0.01,0.01,0.07,65,-3118,20869,1578,4696,390,Anthony Martial,65,FWD,Spurs,Man Utd,Man Utd
444,391,18,Spurs,-1,False,2023-08-19T16:30:00Z,2,0,2,90,0,0,0,2,1,0,0,0,0,0,0,12,13.6,11.5,0.0,2.5,1,0.00,0.01,0.01,1.80,50,-62517,608208,24614,87131,391,Lisandro Martínez,49,DEF,Spurs,Man Utd,Man Utd
445,392,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-670,7232,236,906,392,Scott McTominay,49,MID,Spurs,Man Utd,Man Utd
446,393,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-755,7511,205,960,393,Teden Mengi,40,DEF,Spurs,Man Utd,Man Utd
447,394,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,5,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.1,6.0,0.7,0,0.00,0.01,0.01,0.07,45,-273,13419,1729,2002,394,Facundo Pellistri Rebollo,45,MID,Spurs,Man Utd,Man Utd
448,395,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,90,0,0,0,2,0,0,0,0,0,0,0,17,15.4,1.8,21.0,3.8,1,0.03,0.01,0.04,1.80,50,124897,424217,138535,13638,395,Raphaël Varane,51,DEF,Spurs,Man Utd,Man Utd
449,396,18,Spurs,2,False,2023-08-19T16:30:00Z,2,0,2,84,0,0,0,2,0,0,0,0,0,0,0,-4,5.8,22.3,30.0,5.8,1,0.36,0.05,0.41,1.74,90,-16196,4383205,164969,181165,396,Marcus Rashford,90,MID,Spurs,Man Utd,Man Utd
450,397,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,24,0,0,0,1,0,0,0,0,0,0,0,7,5.4,1.9,0.0,0.7,0,0.00,0.01,0.01,0.55,70,-10687,83584,2309,12996,397,Jadon Sancho,69,MID,Spurs,Man Utd,Man Utd
451,398,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,90,0,0,0,2,0,0,0,0,0,0,0,23,28.8,81.5,2.0,11.2,1,0.00,0.47,0.47,1.80,55,-13923,2330461,97719,111642,398,Luke Shaw,54,DEF,Spurs,Man Utd,Man Utd
452,399,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1342,14394,998,2340,399,Shola Shoretire,44,FWD,Spurs,Man Utd,Man Utd
453,400,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-735,4950,168,903,400,Donny van de Beek,49,MID,Spurs,Man Utd,Man Utd
454,401,18,Spurs,1,False,2023-08-19T16:30:00Z,2,0,2,65,0,0,0,1,0,0,0,1,0,0,0,11,5.8,12.2,2.0,2.0,1,0.00,0.10,0.10,1.25,45,159885,382753,174411,14526,401,Aaron Wan-Bissaka,46,DEF,Spurs,Man Utd,Man Utd
455,597,18,Spurs,2,False,2023-08-19T16:30:00Z,2,0,2,90,0,0,0,2,0,0,0,0,0,5,0,19,39.6,0.0,0.0,4.0,1,0.00,0.00,0.00,1.80,50,96355,2684767,158228,61873,597,André Onana,50,GKP,Spurs,Man Utd,Man Utd
456,617,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,70,-21106,79025,5478,26584,617,Rasmus Højlund,70,FWD,Spurs,Man Utd,Man Utd
457,632,18,Spurs,0,False,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-43,1214,112,155,632,Omari Forson,45,MID,Spurs,Man Utd,Man Utd
458,204,19,West Ham,0,False,2023-08-20T15:30:00Z,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1700,18546,1068,2768,204,Lewis Hall,45,DEF,West Ham,Chelsea,Newcastle
459,402,16,Man City,2,False,2023-08-19T19:00:00Z,1,0,2,85,0,0,0,1,0,0,0,0,0,0,0,3,4.0,23.3,13.0,4.0,1,0.06,0.03,0.09,0.81,65,-80055,638475,16848,96903,402,Miguel Almirón Rejala,64,MID,Man City,Newcastle,Newcastle
460,403,16,Man City,1,False,2023-08-19T19:00:00Z,1,0,2,23,0,0,0,0,0,0,0,0,0,0,0,7,13.6,14.9,4.0,3.3,0,0.00,0.01,0.01,0.28,45,-33661,507637,15050,48711,403,Elliot Anderson,44,MID,Man City,Newcastle,Newcastle
461,404,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-985,2506,0,985,404,Harrison Ashby,40,DEF,Man City,Newcastle,Newcastle
462,405,16,Man City,2,False,2023-08-19T19:00:00Z,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,15,10.6,0.6,0.0,1.1,1,0.00,0.00,0.00,1.09,45,49013,1752675,123071,74058,405,Sven Botman,45,DEF,Man City,Newcastle,Newcastle
463,406,16,Man City,1,False,2023-08-19T19:00:00Z,1,0,2,90,0,0,0,1,0,0,0,1,0,0,0,7,0.0,4.3,1.0,0.5,1,0.07,0.05,0.12,1.09,60,-32283,279586,13505,45788,406,Bruno Guimarães Rodriguez Moura,59,MID,Man City,Newcastle,Newcastle
464,407,16,Man City,2,False,2023-08-19T19:00:00Z,1,0,2,90,0,0,0,1,0,0,0,0,0,0,0,12,14.0,1.8,0.0,1.6,1,0.00,0.01,0.01,1.09,45,-11219,289167,12033,23252,407,Dan Burn,45,DEF,Man City,Newcastle,Newcastle
465,408,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-280,1420,0,280,408,Karl Darlow,40,GKP,Man City,Newcastle,Newcastle
466,409,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-5529,108232,2221,7750,409,Martin Dubravka,40,GKP,Man City,Newcastle,Newcastle
467,410,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-710,4721,151,861,410,Ryan Fraser,49,MID,Man City,Newcastle,Newcastle
468,411,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-373,7154,146,519,411,Mark Gillespie,40,GKP,Man City,Newcastle,Newcastle
469,412,16,Man City,0,False,2023-08-19T19:00:00Z,1,0,2,55,0,0,0,1,0,0,0,1,0,0,0,-3,0.0,1.4,15.0,1.2,1,0.09,0.00,0.09,0.52,55,7376,52311,12776,5400,412,Anthony Gordon,55,MID,Man City,Newcastle,Newcastle
